id;stundenplan_id;datum;status;thema;hausaufgaben;vertretungslehrer_id;tatsaechlicher_raum_id;tatsaechliche_stunde;ist_klausur;notiz
285;1360;2026-08-03;vertretung;;;21;;;0;
286;1361;2026-08-03;gehalten;;;;;;0;
287;1374;2026-08-03;gehalten;;;;;;0;
288;1375;2026-08-03;gehalten;;;;;;0;
289;1377;2026-08-03;gehalten;;;;;;0;
290;1378;2026-08-03;gehalten;;;;;;0;
291;1380;2026-08-03;gehalten;;;;;;0;
292;1381;2026-08-03;gehalten;;;;;;0;
293;15;2026-08-04;gehalten;;;;;;0;
294;16;2026-08-04;gehalten;;;;;;0;
295;30;2026-08-04;gehalten;;;;;;0;
296;31;2026-08-04;gehalten;;;;;;0;
297;32;2026-08-04;gehalten;;;;;;0;
298;33;2026-08-04;gehalten;;;;;;0;
299;35;2026-08-04;gehalten;;;;;;0;
300;36;2026-08-04;gehalten;;;;;;0;
301;52;2026-08-04;gehalten;;;;;;0;
302;53;2026-08-04;gehalten;;;;;;0;
303;56;2026-08-04;gehalten;;;;;;0;
304;57;2026-08-04;gehalten;;;;;;0;
305;71;2026-08-04;gehalten;;;;;;0;
306;72;2026-08-04;gehalten;;;;;;0;
307;84;2026-08-04;gehalten;;;;;;0;
308;85;2026-08-04;gehalten;;;;;;0;
309;86;2026-08-04;gehalten;;;;;;0;
310;87;2026-08-04;gehalten;;;;;;0;
311;91;2026-08-04;gehalten;;;;;;0;
312;92;2026-08-04;gehalten;;;;;;0;
313;108;2026-08-04;gehalten;;;;;;0;
314;109;2026-08-04;gehalten;;;;;;0;
315;110;2026-08-04;vertretung;;;53;;;0;
316;111;2026-08-04;gehalten;;;;;;0;
317;137;2026-08-04;gehalten;;;;;;0;
318;138;2026-08-04;gehalten;;;;;;1;
319;140;2026-08-04;gehalten;;;;;;0;
320;141;2026-08-04;gehalten;;;;;;0;
321;142;2026-08-04;gehalten;;;;;;0;
322;143;2026-08-04;gehalten;;;;;;0;
323;155;2026-08-04;gehalten;;;;;;0;
324;156;2026-08-04;gehalten;;;;;;0;
325;168;2026-08-04;gehalten;;;;;;0;
326;169;2026-08-04;gehalten;;;;;;0;
327;170;2026-08-04;gehalten;;;;;;0;
328;171;2026-08-04;gehalten;;;;;;0;
329;183;2026-08-04;gehalten;;;;;;0;
330;184;2026-08-04;gehalten;;;;;;0;
331;200;2026-08-04;gehalten;;;;;;0;
332;201;2026-08-04;gehalten;;;;;;0;
333;204;2026-08-04;gehalten;;;;;;0;
334;205;2026-08-04;gehalten;;;;;;0;
335;211;2026-08-04;gehalten;;;;;;0;
336;212;2026-08-04;gehalten;;;;;;0;
337;215;2026-08-04;vertretung;;;37;;;0;
338;216;2026-08-04;gehalten;;;;;;0;
339;232;2026-08-04;gehalten;;;;;;0;
340;233;2026-08-04;gehalten;;;;;;1;
341;252;2026-08-04;gehalten;;;;;;0;
342;253;2026-08-04;gehalten;;;;;;0;
343;258;2026-08-04;gehalten;;;;;;0;
344;259;2026-08-04;gehalten;;;;;;0;
345;274;2026-08-04;gehalten;;;;;;0;
346;275;2026-08-04;gehalten;;;;;;0;
347;279;2026-08-04;gehalten;;;;;;0;
348;280;2026-08-04;gehalten;;;;;;0;
349;281;2026-08-04;gehalten;;;;;;0;
350;282;2026-08-04;gehalten;;;;;;0;
351;289;2026-08-04;gehalten;;;;;;0;
352;290;2026-08-04;gehalten;;;;;;0;
353;306;2026-08-04;gehalten;;;;;;0;
354;307;2026-08-04;gehalten;;;;;;0;
355;314;2026-08-04;gehalten;;;;;;0;
356;315;2026-08-04;gehalten;;;;;;0;
357;320;2026-08-04;gehalten;;;;;;0;
358;321;2026-08-04;gehalten;;;;;;0;
359;327;2026-08-04;gehalten;;;;;;0;
360;328;2026-08-04;gehalten;;;;;;0;
361;337;2026-08-04;gehalten;;;;;;0;
362;338;2026-08-04;gehalten;;;;;;0;
363;345;2026-08-04;gehalten;;;;;;0;
364;346;2026-08-04;gehalten;;;;;;0;
365;369;2026-08-04;gehalten;;;;;;0;
366;370;2026-08-04;gehalten;;;;;;0;
367;375;2026-08-04;gehalten;;;;;;0;
368;376;2026-08-04;gehalten;;;;;;0;
369;385;2026-08-04;gehalten;;;;;;0;
370;386;2026-08-04;gehalten;;;;;;0;
371;396;2026-08-04;gehalten;;;;;;0;
372;397;2026-08-04;gehalten;;;;;;0;
373;410;2026-08-04;gehalten;;;;;;0;
374;411;2026-08-04;gehalten;;;;;;0;
375;412;2026-08-04;gehalten;;;;;;0;
376;413;2026-08-04;vertretung;;;65;;;0;
377;417;2026-08-04;gehalten;;;;;;0;
378;418;2026-08-04;gehalten;;;;;;0;
379;423;2026-08-04;gehalten;;;;;;0;
380;424;2026-08-04;gehalten;;;;;;0;
381;435;2026-08-04;gehalten;;;;;;0;
382;436;2026-08-04;gehalten;;;;;;0;
383;442;2026-08-04;gehalten;;;;;;0;
384;443;2026-08-04;gehalten;;;;;;0;
385;450;2026-08-04;gehalten;;;;;;0;
386;451;2026-08-04;gehalten;;;;;;0;
387;458;2026-08-04;gehalten;;;;;;0;
388;459;2026-08-04;gehalten;;;;;;0;
389;482;2026-08-04;gehalten;;;;;;0;
390;483;2026-08-04;gehalten;;;;;;0;
391;484;2026-08-04;gehalten;;;;;;0;
392;485;2026-08-04;gehalten;;;;;;0;
393;492;2026-08-04;gehalten;;;;;;0;
394;493;2026-08-04;gehalten;;;;;;0;
395;501;2026-08-04;gehalten;;;;;;0;
396;502;2026-08-04;gehalten;;;;;;0;
397;521;2026-08-04;gehalten;;;;;;0;
398;522;2026-08-04;gehalten;;;;;;0;
399;532;2026-08-04;gehalten;;;;;;0;
400;533;2026-08-04;gehalten;;;;;;0;
401;547;2026-08-04;gehalten;;;;;;0;
402;548;2026-08-04;gehalten;;;;;;0;
403;555;2026-08-04;gehalten;;;;;;0;
404;556;2026-08-04;gehalten;;;;;;0;
405;561;2026-08-04;gehalten;;;;;;0;
406;562;2026-08-04;gehalten;;;;;;0;
407;593;2026-08-04;gehalten;;;;;;0;
408;594;2026-08-04;gehalten;;;;;;0;
409;595;2026-08-04;gehalten;;;;;;0;
410;596;2026-08-04;gehalten;;;;;;0;
411;601;2026-08-04;gehalten;;;;;;0;
412;602;2026-08-04;gehalten;;;;;;0;
413;605;2026-08-04;gehalten;;;;;;0;
414;606;2026-08-04;vertretung;;;33;;;0;
415;630;2026-08-04;gehalten;;;;;;0;
416;631;2026-08-04;gehalten;;;;;;0;
417;641;2026-08-04;gehalten;;;;;;0;
418;642;2026-08-04;gehalten;;;;;;0;
419;647;2026-08-04;gehalten;;;;;;0;
420;648;2026-08-04;gehalten;;;;;;0;
421;664;2026-08-04;vertretung;;;3;;;0;
422;665;2026-08-04;gehalten;;;;;;0;
423;675;2026-08-04;gehalten;;;;;;0;
424;676;2026-08-04;gehalten;;;;;;0;
425;678;2026-08-04;gehalten;;;;;;0;
426;679;2026-08-04;gehalten;;;;;;0;
427;681;2026-08-04;gehalten;;;;;;0;
428;682;2026-08-04;gehalten;;;;;;0;
429;702;2026-08-04;vertretung;;;42;;;1;
430;703;2026-08-04;gehalten;;;;;;0;
431;705;2026-08-04;gehalten;;;;;;0;
432;706;2026-08-04;gehalten;;;;;;0;
433;708;2026-08-04;entfallen;;;;;;0;
434;709;2026-08-04;gehalten;;;;;;0;
435;729;2026-08-04;gehalten;;;;;;0;
436;730;2026-08-04;gehalten;;;;;;0;
437;732;2026-08-04;gehalten;;;;;;1;
438;733;2026-08-04;gehalten;;;;;;0;
439;735;2026-08-04;gehalten;;;;;;1;
440;736;2026-08-04;gehalten;;;;;;0;
441;756;2026-08-04;gehalten;;;;;;0;
442;757;2026-08-04;vertretung;;;8;;;0;
443;759;2026-08-04;gehalten;;;;;;0;
444;760;2026-08-04;gehalten;;;;;;0;
445;762;2026-08-04;gehalten;;;;;;0;
446;763;2026-08-04;gehalten;;;;;;0;
447;783;2026-08-04;gehalten;;;;;;0;
448;784;2026-08-04;gehalten;;;;;;0;
449;786;2026-08-04;gehalten;;;;;;0;
450;787;2026-08-04;gehalten;;;;;;0;
451;789;2026-08-04;gehalten;;;;;;0;
452;790;2026-08-04;gehalten;;;;;;0;
453;819;2026-08-04;gehalten;;;;;;0;
454;820;2026-08-04;gehalten;;;;;;0;
455;822;2026-08-04;gehalten;;;;;;0;
456;823;2026-08-04;gehalten;;;;;;0;
457;830;2026-08-04;gehalten;;;;;;0;
458;831;2026-08-04;gehalten;;;;;;0;
459;840;2026-08-04;gehalten;;;;;;0;
460;841;2026-08-04;gehalten;;;;;;0;
461;850;2026-08-04;gehalten;;;;;;0;
462;851;2026-08-04;vertretung;;;4;;;0;
463;860;2026-08-04;vertretung;;;39;;;0;
464;861;2026-08-04;vertretung;;;54;;;0;
465;865;2026-08-04;gehalten;;;;;;0;
466;866;2026-08-04;gehalten;;;;;;0;
467;885;2026-08-04;entfallen;;;;;;0;
468;886;2026-08-04;gehalten;;;;;;0;
469;895;2026-08-04;gehalten;;;;;;0;
470;896;2026-08-04;gehalten;;;;;;0;
471;905;2026-08-04;gehalten;;;;;;0;
472;906;2026-08-04;gehalten;;;;;;0;
473;915;2026-08-04;entfallen;;;;;;0;
474;916;2026-08-04;entfallen;;;;;;0;
475;926;2026-08-04;gehalten;;;;;;0;
476;927;2026-08-04;vertretung;;;69;;;0;
477;929;2026-08-04;gehalten;;;;;;0;
478;930;2026-08-04;gehalten;;;;;;0;
479;932;2026-08-04;gehalten;;;;;;0;
480;933;2026-08-04;gehalten;;;;;;0;
481;940;2026-08-04;gehalten;;;;;;0;
482;941;2026-08-04;gehalten;;;;;;0;
483;950;2026-08-04;gehalten;;;;;;0;
484;951;2026-08-04;gehalten;;;;;;0;
485;960;2026-08-04;gehalten;;;;;;0;
486;961;2026-08-04;vertretung;;;7;;;0;
487;970;2026-08-04;gehalten;;;;;;0;
488;971;2026-08-04;gehalten;;;;;;0;
489;993;2026-08-04;gehalten;;;;;;0;
490;994;2026-08-04;gehalten;;;;;;0;
491;1001;2026-08-04;gehalten;;;;;;0;
492;1002;2026-08-04;gehalten;;;;;;0;
493;1011;2026-08-04;gehalten;;;;;;0;
494;1012;2026-08-04;gehalten;;;;;;0;
495;1021;2026-08-04;gehalten;;;;;;0;
496;1022;2026-08-04;vertretung;;;2;;;0;
497;1031;2026-08-04;gehalten;;;;;;0;
498;1032;2026-08-04;gehalten;;;;;;0;
499;1036;2026-08-04;gehalten;;;;;;0;
500;1037;2026-08-04;gehalten;;;;;;0;
501;1039;2026-08-04;gehalten;;;;;;0;
502;1040;2026-08-04;gehalten;;;;;;0;
503;1047;2026-08-04;gehalten;;;;;;0;
504;1048;2026-08-04;gehalten;;;;;;0;
505;1057;2026-08-04;gehalten;;;;;;0;
506;1058;2026-08-04;gehalten;;;;;;0;
507;1067;2026-08-04;gehalten;;;;;;0;
508;1068;2026-08-04;gehalten;;;;;;0;
509;1077;2026-08-04;gehalten;;;;;;0;
510;1078;2026-08-04;entfallen;;;;;;0;
511;1100;2026-08-04;gehalten;;;;;;0;
512;1101;2026-08-04;vertretung;;;40;;;0;
513;1103;2026-08-04;gehalten;;;;;;0;
514;1104;2026-08-04;gehalten;;;;;;0;
515;1106;2026-08-04;gehalten;;;;;;0;
516;1107;2026-08-04;gehalten;;;;;;0;
517;1127;2026-08-04;gehalten;;;;;;0;
518;1128;2026-08-04;entfallen;;;;;;0;
519;1130;2026-08-04;gehalten;;;;;;0;
520;1131;2026-08-04;gehalten;;;;;;0;
521;1138;2026-08-04;gehalten;;;;;;0;
522;1139;2026-08-04;gehalten;;;;;;0;
523;1148;2026-08-04;gehalten;;;;;;0;
524;1149;2026-08-04;gehalten;;;;;;0;
525;1158;2026-08-04;gehalten;;;;;;0;
526;1159;2026-08-04;gehalten;;;;;;0;
527;1168;2026-08-04;gehalten;;;;;;0;
528;1169;2026-08-04;gehalten;;;;;;0;
529;1183;2026-08-04;gehalten;;;;;;0;
530;1184;2026-08-04;gehalten;;;;;;0;
531;1193;2026-08-04;gehalten;;;;;;0;
532;1194;2026-08-04;gehalten;;;;;;0;
533;1203;2026-08-04;gehalten;;;;;;0;
534;1204;2026-08-04;gehalten;;;;;;0;
535;1213;2026-08-04;gehalten;;;;;;0;
536;1214;2026-08-04;gehalten;;;;;;0;
537;1224;2026-08-04;gehalten;;;;;;0;
538;1225;2026-08-04;gehalten;;;;;;0;
539;1227;2026-08-04;gehalten;;;;;;0;
540;1228;2026-08-04;gehalten;;;;;;0;
541;1230;2026-08-04;gehalten;;;;;;0;
542;1231;2026-08-04;gehalten;;;;;;0;
543;1238;2026-08-04;gehalten;;;;;;0;
544;1239;2026-08-04;gehalten;;;;;;0;
545;1248;2026-08-04;gehalten;;;;;;0;
546;1249;2026-08-04;gehalten;;;;;;0;
547;1258;2026-08-04;gehalten;;;;;;0;
548;1259;2026-08-04;gehalten;;;;;;0;
549;1286;2026-08-04;gehalten;;;;;;1;
550;1287;2026-08-04;gehalten;;;;;;0;
551;1289;2026-08-04;gehalten;;;;;;0;
552;1290;2026-08-04;gehalten;;;;;;0;
553;1299;2026-08-04;gehalten;;;;;;0;
554;1300;2026-08-04;gehalten;;;;;;0;
555;1309;2026-08-04;gehalten;;;;;;0;
556;1310;2026-08-04;gehalten;;;;;;0;
557;1319;2026-08-04;gehalten;;;;;;0;
558;1320;2026-08-04;gehalten;;;;;;0;
559;1324;2026-08-04;gehalten;;;;;;0;
560;1325;2026-08-04;gehalten;;;;;;0;
561;1327;2026-08-04;gehalten;;;;;;0;
562;1328;2026-08-04;vertretung;;;23;;;0;
563;1335;2026-08-04;gehalten;;;;;;0;
564;1336;2026-08-04;gehalten;;;;;;0;
565;1345;2026-08-04;vertretung;;;56;;;0;
566;1346;2026-08-04;gehalten;;;;;;0;
567;1355;2026-08-04;gehalten;;;;;;0;
568;1356;2026-08-04;gehalten;;;;;;0;
569;1383;2026-08-04;gehalten;;;;;;0;
