id;unterrichtsstunde_id;schueler_id;status;verspaetung_minuten;entschuldigungsstatus;anmerkung
176;8;35;anwesend;0;;
177;8;36;verspaetet;19;;
178;8;37;anwesend;0;;
179;8;38;anwesend;0;;
180;8;39;anwesend;0;;
181;8;40;anwesend;0;;
182;8;41;anwesend;0;;
183;8;42;anwesend;0;;
184;8;43;anwesend;0;;
185;8;44;anwesend;0;;
186;8;45;anwesend;0;;
187;8;46;anwesend;0;;
188;8;47;anwesend;0;;
189;8;48;verspaetet;17;;
190;8;49;anwesend;0;;
191;8;50;anwesend;0;;
192;8;51;anwesend;0;;
193;8;52;anwesend;0;;
194;8;53;anwesend;0;;
195;8;54;anwesend;0;;
196;8;55;anwesend;0;;
197;8;56;anwesend;0;;
198;8;57;anwesend;0;;
199;9;29;anwesend;0;;
200;9;30;anwesend;0;;
201;9;31;fehlend_entschuldigt;0;;
202;9;32;anwesend;0;;
203;9;33;anwesend;0;;
204;9;34;anwesend;0;;
205;9;35;fehlend_entschuldigt;0;;
206;9;36;anwesend;0;;
207;9;37;anwesend;0;;
208;9;38;anwesend;0;;
209;9;39;anwesend;0;;
210;9;40;anwesend;0;;
211;9;41;anwesend;0;;
212;9;42;anwesend;0;;
213;9;43;anwesend;0;;
214;9;44;anwesend;0;;
215;9;45;anwesend;0;;
216;9;46;anwesend;0;;
217;9;47;anwesend;0;;
218;9;48;anwesend;0;;
219;9;49;anwesend;0;;
220;9;50;anwesend;0;;
221;9;51;anwesend;0;;
222;9;52;anwesend;0;;
223;9;53;anwesend;0;;
224;9;54;anwesend;0;;
225;9;55;anwesend;0;;
226;9;56;anwesend;0;;
227;9;57;anwesend;0;;
228;10;29;anwesend;0;;
229;10;30;anwesend;0;;
230;10;31;anwesend;0;;
231;10;32;anwesend;0;;
232;10;33;anwesend;0;;
233;10;34;anwesend;0;;
234;10;35;anwesend;0;;
235;10;36;anwesend;0;;
236;10;37;anwesend;0;;
237;10;38;verspaetet;20;;
238;10;39;anwesend;0;;
239;10;40;anwesend;0;;
240;10;41;anwesend;0;;
241;10;42;anwesend;0;;
242;10;43;anwesend;0;;
243;10;44;anwesend;0;;
244;10;45;anwesend;0;;
245;10;46;anwesend;0;;
246;10;47;anwesend;0;;
247;10;48;anwesend;0;;
248;10;49;anwesend;0;;
249;10;50;anwesend;0;;
250;10;51;anwesend;0;;
251;10;52;anwesend;0;;
252;10;53;anwesend;0;;
253;10;54;anwesend;0;;
254;10;55;anwesend;0;;
255;10;56;anwesend;0;;
256;10;57;anwesend;0;;
257;11;29;anwesend;0;;
258;11;30;anwesend;0;;
259;11;31;anwesend;0;;
260;11;32;anwesend;0;;
261;11;33;anwesend;0;;
262;11;34;anwesend;0;;
263;11;35;anwesend;0;;
264;11;36;anwesend;0;;
265;11;37;anwesend;0;;
266;11;38;anwesend;0;;
267;11;39;anwesend;0;;
268;11;40;anwesend;0;;
269;11;41;anwesend;0;;
270;11;42;anwesend;0;;
271;11;43;anwesend;0;;
272;11;44;anwesend;0;;
273;11;45;anwesend;0;;
274;11;46;anwesend;0;;
275;11;47;anwesend;0;;
276;11;48;anwesend;0;;
277;11;49;anwesend;0;;
278;11;50;anwesend;0;;
279;11;51;anwesend;0;;
280;11;52;anwesend;0;;
281;11;53;anwesend;0;;
282;11;54;anwesend;0;;
283;11;55;anwesend;0;;
284;11;56;anwesend;0;;
285;11;57;anwesend;0;;
286;12;29;anwesend;0;;
287;12;30;anwesend;0;;
288;12;31;fehlend_entschuldigt;0;;
289;12;32;anwesend;0;;
290;12;33;anwesend;0;;
291;12;34;fehlend_entschuldigt;0;;
292;12;35;anwesend;0;;
293;12;36;verspaetet;10;;
294;12;37;anwesend;0;;
295;12;38;anwesend;0;;
296;12;39;anwesend;0;;
297;12;40;anwesend;0;;
298;12;41;anwesend;0;;
299;12;42;anwesend;0;;
300;12;43;anwesend;0;;
301;12;44;anwesend;0;;
302;12;45;anwesend;0;;
303;12;46;anwesend;0;;
304;12;47;anwesend;0;;
305;12;48;anwesend;0;;
306;12;49;anwesend;0;;
307;12;50;anwesend;0;;
308;12;51;fehlend_unentschuldigt;0;;
309;12;52;anwesend;0;;
310;12;53;anwesend;0;;
311;12;54;anwesend;0;;
312;12;55;anwesend;0;;
313;12;56;anwesend;0;;
314;12;57;anwesend;0;;
315;13;58;anwesend;0;;
316;13;59;anwesend;0;;
317;13;60;anwesend;0;;
318;13;61;anwesend;0;;
319;13;62;anwesend;0;;
320;13;63;anwesend;0;;
321;13;64;anwesend;0;;
322;13;65;anwesend;0;;
323;13;66;anwesend;0;;
324;13;67;anwesend;0;;
325;13;68;anwesend;0;;
326;13;69;anwesend;0;;
327;13;70;anwesend;0;;
328;13;71;anwesend;0;;
329;13;72;anwesend;0;;
330;13;73;anwesend;0;;
331;13;74;anwesend;0;;
332;13;75;anwesend;0;;
333;13;76;anwesend;0;;
334;13;77;anwesend;0;;
335;13;78;anwesend;0;;
336;13;79;anwesend;0;;
337;13;80;anwesend;0;;
338;13;81;fehlend_entschuldigt;0;;
339;13;82;anwesend;0;;
340;13;83;anwesend;0;;
341;13;84;anwesend;0;;
342;13;85;anwesend;0;;
343;13;86;anwesend;0;;
344;13;87;anwesend;0;;
345;14;58;fehlend_entschuldigt;0;;
346;14;59;anwesend;0;;
347;14;60;anwesend;0;;
348;14;61;anwesend;0;;
349;14;62;anwesend;0;;
350;14;63;anwesend;0;;
351;14;64;anwesend;0;;
352;14;65;anwesend;0;;
353;14;66;anwesend;0;;
354;14;67;fehlend_entschuldigt;0;;
355;14;68;anwesend;0;;
356;14;69;anwesend;0;;
357;14;70;anwesend;0;;
358;14;71;anwesend;0;;
359;14;72;anwesend;0;;
360;14;73;anwesend;0;;
361;14;74;anwesend;0;;
362;14;75;anwesend;0;;
363;14;76;anwesend;0;;
364;14;77;anwesend;0;;
365;14;78;anwesend;0;;
366;14;79;anwesend;0;;
367;14;80;anwesend;0;;
368;14;81;anwesend;0;;
369;14;82;anwesend;0;;
370;14;83;anwesend;0;;
371;14;84;anwesend;0;;
372;14;85;anwesend;0;;
373;14;86;anwesend;0;;
374;14;87;anwesend;0;;
375;16;58;anwesend;0;;
376;16;59;anwesend;0;;
377;16;60;anwesend;0;;
378;16;61;anwesend;0;;
379;16;62;anwesend;0;;
380;16;63;anwesend;0;;
381;16;64;anwesend;0;;
382;16;65;anwesend;0;;
383;16;66;anwesend;0;;
384;16;67;anwesend;0;;
385;16;68;anwesend;0;;
386;16;69;fehlend_entschuldigt;0;;
387;16;70;anwesend;0;;
388;16;71;anwesend;0;;
389;16;72;anwesend;0;;
390;16;73;anwesend;0;;
391;16;74;anwesend;0;;
392;16;75;anwesend;0;;
393;16;76;anwesend;0;;
394;16;77;anwesend;0;;
395;16;78;anwesend;0;;
396;16;79;anwesend;0;;
397;16;80;anwesend;0;;
398;16;81;fehlend_entschuldigt;0;;
399;16;82;anwesend;0;;
400;16;83;anwesend;0;;
401;16;84;anwesend;0;;
402;16;85;anwesend;0;;
403;16;86;anwesend;0;;
404;16;87;anwesend;0;;
405;17;58;anwesend;0;;
406;17;59;anwesend;0;;
407;17;60;anwesend;0;;
408;17;61;anwesend;0;;
409;17;62;anwesend;0;;
410;17;63;anwesend;0;;
411;17;64;anwesend;0;;
412;17;65;anwesend;0;;
413;17;66;anwesend;0;;
414;17;67;anwesend;0;;
415;17;68;anwesend;0;;
416;17;69;anwesend;0;;
417;17;70;anwesend;0;;
418;17;71;anwesend;0;;
419;17;72;anwesend;0;;
420;17;73;anwesend;0;;
421;17;74;anwesend;0;;
422;17;75;fehlend_entschuldigt;0;;
423;17;76;anwesend;0;;
424;17;77;anwesend;0;;
425;17;78;anwesend;0;;
426;17;79;anwesend;0;;
427;17;80;anwesend;0;;
428;17;81;anwesend;0;;
429;17;82;anwesend;0;;
430;17;83;anwesend;0;;
431;17;84;anwesend;0;;
432;17;85;anwesend;0;;
433;17;86;fehlend_entschuldigt;0;;
434;17;87;anwesend;0;;
435;18;58;anwesend;0;;
436;18;59;anwesend;0;;
437;18;60;anwesend;0;;
438;18;61;anwesend;0;;
439;18;62;anwesend;0;;
440;18;63;anwesend;0;;
441;18;64;anwesend;0;;
442;18;65;anwesend;0;;
443;18;66;anwesend;0;;
444;18;67;anwesend;0;;
445;18;68;anwesend;0;;
446;18;69;anwesend;0;;
447;18;70;anwesend;0;;
448;18;71;anwesend;0;;
449;18;72;anwesend;0;;
450;18;73;anwesend;0;;
451;18;74;anwesend;0;;
452;18;75;anwesend;0;;
453;18;76;anwesend;0;;
454;18;77;anwesend;0;;
455;18;78;anwesend;0;;
456;18;79;anwesend;0;;
457;18;80;fehlend_entschuldigt;0;;
458;18;81;anwesend;0;;
459;18;82;anwesend;0;;
460;18;83;anwesend;0;;
461;18;84;anwesend;0;;
462;18;85;anwesend;0;;
463;18;86;anwesend;0;;
464;18;87;anwesend;0;;
465;19;88;anwesend;0;;
466;19;89;anwesend;0;;
467;19;90;anwesend;0;;
468;19;91;anwesend;0;;
469;19;92;anwesend;0;;
470;19;93;anwesend;0;;
471;19;94;anwesend;0;;
472;19;95;anwesend;0;;
473;19;96;anwesend;0;;
474;19;97;anwesend;0;;
475;19;98;anwesend;0;;
476;19;99;anwesend;0;;
477;19;100;anwesend;0;;
478;19;101;anwesend;0;;
479;19;102;anwesend;0;;
480;19;103;anwesend;0;;
481;19;104;anwesend;0;;
482;19;105;anwesend;0;;
483;19;106;fehlend_entschuldigt;0;;
484;19;107;anwesend;0;;
485;19;108;anwesend;0;;
486;19;109;anwesend;0;;
487;19;110;anwesend;0;;
488;19;111;anwesend;0;;
489;19;112;anwesend;0;;
490;19;113;anwesend;0;;
491;19;114;fehlend_unentschuldigt;0;;
492;19;115;anwesend;0;;
493;19;116;anwesend;0;;
494;19;117;anwesend;0;;
495;19;118;anwesend;0;;
496;20;88;anwesend;0;;
497;20;89;anwesend;0;;
498;20;90;anwesend;0;;
499;20;91;anwesend;0;;
500;20;92;anwesend;0;;
501;20;93;anwesend;0;;
502;20;94;anwesend;0;;
503;20;95;fehlend_unentschuldigt;0;;
504;20;96;anwesend;0;;
505;20;97;anwesend;0;;
506;20;98;anwesend;0;;
507;20;99;anwesend;0;;
508;20;100;anwesend;0;;
509;20;101;anwesend;0;;
510;20;102;anwesend;0;;
511;20;103;anwesend;0;;
512;20;104;anwesend;0;;
513;20;105;anwesend;0;;
514;20;106;anwesend;0;;
515;20;107;anwesend;0;;
516;20;108;anwesend;0;;
517;20;109;anwesend;0;;
518;20;110;anwesend;0;;
519;20;111;anwesend;0;;
520;20;112;anwesend;0;;
521;20;113;anwesend;0;;
522;20;114;anwesend;0;;
523;20;115;anwesend;0;;
524;20;116;anwesend;0;;
525;20;117;anwesend;0;;
526;20;118;anwesend;0;;
527;21;88;anwesend;0;;
528;21;89;anwesend;0;;
529;21;90;anwesend;0;;
530;21;91;anwesend;0;;
531;21;92;verspaetet;7;;
532;21;93;anwesend;0;;
533;21;94;anwesend;0;;
534;21;95;anwesend;0;;
535;21;96;anwesend;0;;
536;21;97;fehlend_unentschuldigt;0;;
537;21;98;anwesend;0;;
538;21;99;anwesend;0;;
539;21;100;anwesend;0;;
540;21;101;anwesend;0;;
541;21;102;anwesend;0;;
542;21;103;anwesend;0;;
543;21;104;anwesend;0;;
544;21;105;anwesend;0;;
545;21;106;anwesend;0;;
546;21;107;anwesend;0;;
547;21;108;fehlend_entschuldigt;0;;
548;21;109;anwesend;0;;
549;21;110;anwesend;0;;
550;21;111;anwesend;0;;
551;21;112;anwesend;0;;
552;21;113;anwesend;0;;
553;21;114;anwesend;0;;
554;21;115;anwesend;0;;
555;21;116;anwesend;0;;
556;21;117;anwesend;0;;
557;21;118;anwesend;0;;
558;22;88;anwesend;0;;
559;22;89;anwesend;0;;
560;22;90;anwesend;0;;
561;22;91;anwesend;0;;
562;22;92;anwesend;0;;
563;22;93;fehlend_entschuldigt;0;;
564;22;94;anwesend;0;;
565;22;95;anwesend;0;;
566;22;96;anwesend;0;;
567;22;97;anwesend;0;;
568;22;98;anwesend;0;;
569;22;99;anwesend;0;;
570;22;100;anwesend;0;;
571;22;101;anwesend;0;;
572;22;102;fehlend_unentschuldigt;0;;
573;22;103;anwesend;0;;
574;22;104;anwesend;0;;
575;22;105;anwesend;0;;
576;22;106;anwesend;0;;
577;22;107;fehlend_unentschuldigt;0;;
578;22;108;anwesend;0;;
579;22;109;fehlend_entschuldigt;0;;
580;22;110;verspaetet;13;;
581;22;111;anwesend;0;;
582;22;112;anwesend;0;;
583;22;113;anwesend;0;;
584;22;114;anwesend;0;;
585;22;115;anwesend;0;;
586;22;116;anwesend;0;;
587;22;117;anwesend;0;;
588;22;118;anwesend;0;;
589;23;88;anwesend;0;;
590;23;89;anwesend;0;;
591;23;90;anwesend;0;;
592;23;91;anwesend;0;;
593;23;92;anwesend;0;;
594;23;93;anwesend;0;;
595;23;94;anwesend;0;;
596;23;95;anwesend;0;;
597;23;96;anwesend;0;;
598;23;97;anwesend;0;;
599;23;98;anwesend;0;;
600;23;99;anwesend;0;;
601;23;100;anwesend;0;;
602;23;101;anwesend;0;;
603;23;102;anwesend;0;;
604;23;103;anwesend;0;;
605;23;104;anwesend;0;;
606;23;105;anwesend;0;;
607;23;106;anwesend;0;;
608;23;107;anwesend;0;;
609;23;108;anwesend;0;;
610;23;109;anwesend;0;;
611;23;110;anwesend;0;;
612;23;111;fehlend_entschuldigt;0;;
613;23;112;anwesend;0;;
614;23;113;anwesend;0;;
615;23;114;anwesend;0;;
616;23;115;anwesend;0;;
617;23;116;fehlend_entschuldigt;0;;
618;23;117;anwesend;0;;
619;23;118;anwesend;0;;
620;24;88;anwesend;0;;
621;24;89;anwesend;0;;
622;24;90;anwesend;0;;
623;24;91;anwesend;0;;
624;24;92;anwesend;0;;
625;24;93;anwesend;0;;
626;24;94;anwesend;0;;
627;24;95;anwesend;0;;
628;24;96;anwesend;0;;
629;24;97;anwesend;0;;
630;24;98;anwesend;0;;
631;24;99;anwesend;0;;
632;24;100;anwesend;0;;
633;24;101;anwesend;0;;
634;24;102;fehlend_entschuldigt;0;;
635;24;103;anwesend;0;;
636;24;104;anwesend;0;;
637;24;105;anwesend;0;;
638;24;106;anwesend;0;;
639;24;107;fehlend_unentschuldigt;0;;
640;24;108;anwesend;0;;
641;24;109;anwesend;0;;
642;24;110;anwesend;0;;
643;24;111;anwesend;0;;
644;24;112;anwesend;0;;
645;24;113;anwesend;0;;
646;24;114;anwesend;0;;
647;24;115;anwesend;0;;
648;24;116;verspaetet;7;;
649;24;117;anwesend;0;;
650;24;118;fehlend_entschuldigt;0;;
651;25;119;anwesend;0;;
652;25;120;anwesend;0;;
653;25;121;anwesend;0;;
654;25;122;anwesend;0;;
655;25;123;anwesend;0;;
656;25;124;anwesend;0;;
657;25;125;anwesend;0;;
658;25;126;anwesend;0;;
659;25;127;fehlend_entschuldigt;0;;
660;25;128;anwesend;0;;
661;25;129;anwesend;0;;
662;25;130;fehlend_entschuldigt;0;;
663;25;131;anwesend;0;;
664;25;132;anwesend;0;;
665;25;133;anwesend;0;;
666;25;134;anwesend;0;;
667;25;135;anwesend;0;;
668;25;136;anwesend;0;;
669;25;137;anwesend;0;;
670;25;138;anwesend;0;;
671;25;139;anwesend;0;;
672;25;140;anwesend;0;;
673;25;141;anwesend;0;;
674;25;142;anwesend;0;;
675;25;143;anwesend;0;;
676;25;144;anwesend;0;;
677;25;145;anwesend;0;;
678;25;146;anwesend;0;;
679;26;119;anwesend;0;;
680;26;120;anwesend;0;;
681;26;121;anwesend;0;;
682;26;122;anwesend;0;;
683;26;123;fehlend_unentschuldigt;0;;
684;26;124;anwesend;0;;
685;26;125;anwesend;0;;
686;26;126;fehlend_entschuldigt;0;;
687;26;127;anwesend;0;;
688;26;128;anwesend;0;;
689;26;129;anwesend;0;;
690;26;130;anwesend;0;;
691;26;131;anwesend;0;;
692;26;132;anwesend;0;;
693;26;133;anwesend;0;;
694;26;134;anwesend;0;;
695;26;135;anwesend;0;;
696;26;136;anwesend;0;;
697;26;137;anwesend;0;;
698;26;138;anwesend;0;;
699;26;139;anwesend;0;;
700;26;140;anwesend;0;;
701;26;141;anwesend;0;;
702;26;142;anwesend;0;;
703;26;143;anwesend;0;;
704;26;144;anwesend;0;;
705;26;145;anwesend;0;;
706;26;146;fehlend_entschuldigt;0;;
707;27;119;anwesend;0;;
708;27;120;anwesend;0;;
709;27;121;anwesend;0;;
710;27;122;anwesend;0;;
711;27;123;anwesend;0;;
712;27;124;anwesend;0;;
713;27;125;anwesend;0;;
714;27;126;anwesend;0;;
715;27;127;anwesend;0;;
716;27;128;anwesend;0;;
717;27;129;anwesend;0;;
718;27;130;fehlend_entschuldigt;0;;
719;27;131;anwesend;0;;
720;27;132;anwesend;0;;
721;27;133;anwesend;0;;
722;27;134;anwesend;0;;
723;27;135;anwesend;0;;
724;27;136;anwesend;0;;
725;27;137;verspaetet;23;;
726;27;138;anwesend;0;;
727;27;139;anwesend;0;;
728;27;140;anwesend;0;;
729;27;141;anwesend;0;;
730;27;142;anwesend;0;;
731;27;143;anwesend;0;;
732;27;144;anwesend;0;;
733;27;145;anwesend;0;;
734;27;146;anwesend;0;;
735;28;119;anwesend;0;;
736;28;120;anwesend;0;;
737;28;121;anwesend;0;;
738;28;122;anwesend;0;;
739;28;123;anwesend;0;;
740;28;124;anwesend;0;;
741;28;125;anwesend;0;;
742;28;126;anwesend;0;;
743;28;127;anwesend;0;;
744;28;128;anwesend;0;;
745;28;129;anwesend;0;;
746;28;130;anwesend;0;;
747;28;131;anwesend;0;;
748;28;132;anwesend;0;;
749;28;133;anwesend;0;;
750;28;134;anwesend;0;;
751;28;135;anwesend;0;;
752;28;136;anwesend;0;;
753;28;137;anwesend;0;;
754;28;138;anwesend;0;;
755;28;139;anwesend;0;;
756;28;140;anwesend;0;;
757;28;141;fehlend_unentschuldigt;0;;
758;28;142;anwesend;0;;
759;28;143;anwesend;0;;
760;28;144;anwesend;0;;
761;28;145;fehlend_entschuldigt;0;;
762;28;146;anwesend;0;;
763;29;119;fehlend_entschuldigt;0;;
764;29;120;anwesend;0;;
765;29;121;anwesend;0;;
766;29;122;anwesend;0;;
767;29;123;anwesend;0;;
768;29;124;anwesend;0;;
769;29;125;anwesend;0;;
770;29;126;anwesend;0;;
771;29;127;anwesend;0;;
772;29;128;anwesend;0;;
773;29;129;anwesend;0;;
774;29;130;anwesend;0;;
775;29;131;anwesend;0;;
776;29;132;anwesend;0;;
777;29;133;anwesend;0;;
778;29;134;anwesend;0;;
779;29;135;anwesend;0;;
780;29;136;anwesend;0;;
781;29;137;anwesend;0;;
782;29;138;anwesend;0;;
783;29;139;anwesend;0;;
784;29;140;anwesend;0;;
785;29;141;anwesend;0;;
786;29;142;anwesend;0;;
787;29;143;anwesend;0;;
788;29;144;anwesend;0;;
789;29;145;anwesend;0;;
790;29;146;anwesend;0;;
791;30;119;anwesend;0;;
792;30;120;anwesend;0;;
793;30;121;anwesend;0;;
794;30;122;anwesend;0;;
795;30;123;anwesend;0;;
796;30;124;anwesend;0;;
797;30;125;anwesend;0;;
798;30;126;anwesend;0;;
799;30;127;anwesend;0;;
800;30;128;anwesend;0;;
801;30;129;fehlend_entschuldigt;0;;
802;30;130;anwesend;0;;
803;30;131;anwesend;0;;
804;30;132;anwesend;0;;
805;30;133;anwesend;0;;
806;30;134;anwesend;0;;
807;30;135;anwesend;0;;
808;30;136;anwesend;0;;
809;30;137;anwesend;0;;
810;30;138;anwesend;0;;
811;30;139;anwesend;0;;
812;30;140;anwesend;0;;
813;30;141;anwesend;0;;
814;30;142;anwesend;0;;
815;30;143;anwesend;0;;
816;30;144;anwesend;0;;
817;30;145;anwesend;0;;
818;30;146;anwesend;0;;
819;31;147;anwesend;0;;
820;31;148;anwesend;0;;
821;31;149;anwesend;0;;
822;31;150;anwesend;0;;
823;31;151;fehlend_entschuldigt;0;;
824;31;152;anwesend;0;;
825;31;153;anwesend;0;;
826;31;154;anwesend;0;;
827;31;155;anwesend;0;;
828;31;156;anwesend;0;;
829;31;157;anwesend;0;;
830;31;158;anwesend;0;;
831;31;159;anwesend;0;;
832;31;160;anwesend;0;;
833;31;161;anwesend;0;;
834;31;162;anwesend;0;;
835;31;163;anwesend;0;;
836;31;164;anwesend;0;;
837;31;165;anwesend;0;;
838;31;166;anwesend;0;;
839;31;167;fehlend_entschuldigt;0;;
840;31;168;anwesend;0;;
841;31;169;anwesend;0;;
842;31;170;anwesend;0;;
843;31;171;anwesend;0;;
844;31;172;anwesend;0;;
845;31;173;fehlend_entschuldigt;0;;
846;31;174;anwesend;0;;
847;31;175;anwesend;0;;
848;32;147;anwesend;0;;
849;32;148;anwesend;0;;
850;32;149;anwesend;0;;
851;32;150;anwesend;0;;
852;32;151;anwesend;0;;
853;32;152;anwesend;0;;
854;32;153;anwesend;0;;
855;32;154;anwesend;0;;
856;32;155;anwesend;0;;
857;32;156;anwesend;0;;
858;32;157;anwesend;0;;
859;32;158;anwesend;0;;
860;32;159;fehlend_entschuldigt;0;;
861;32;160;anwesend;0;;
862;32;161;anwesend;0;;
863;32;162;anwesend;0;;
864;32;163;anwesend;0;;
865;32;164;anwesend;0;;
866;32;165;anwesend;0;;
867;32;166;anwesend;0;;
868;32;167;anwesend;0;;
869;32;168;anwesend;0;;
870;32;169;anwesend;0;;
871;32;170;anwesend;0;;
872;32;171;anwesend;0;;
873;32;172;anwesend;0;;
874;32;173;anwesend;0;;
875;32;174;anwesend;0;;
876;32;175;anwesend;0;;
877;33;147;anwesend;0;;
878;33;148;anwesend;0;;
879;33;149;anwesend;0;;
880;33;150;anwesend;0;;
881;33;151;fehlend_entschuldigt;0;;
882;33;152;anwesend;0;;
883;33;153;anwesend;0;;
884;33;154;anwesend;0;;
885;33;155;anwesend;0;;
886;33;156;anwesend;0;;
887;33;157;anwesend;0;;
888;33;158;anwesend;0;;
889;33;159;anwesend;0;;
890;33;160;anwesend;0;;
891;33;161;anwesend;0;;
892;33;162;anwesend;0;;
893;33;163;anwesend;0;;
894;33;164;anwesend;0;;
895;33;165;anwesend;0;;
896;33;166;anwesend;0;;
897;33;167;verspaetet;12;;
898;33;168;anwesend;0;;
